id,GroupName,Prefectures,PostalCode,Address,TelephoneNumber,Email,HomePage,Philosophy,Product,Deadline,Condition,Offer,NorthLa-EastLon
104,特定非営利活動法人 ｅワーク愛媛 えひめフードバンク 愛顔,愛媛県,792-0050,愛媛県新居浜市萩生 1309－1,0897-47-4307,t-nabae@eiai-works.jp,http://eworkehime.kojyuro.com/,ｅワーク愛媛の４つの柱。就労支援事業・地域再生事業・ フードバンク事業・買い物困難者支援事業。,加工食品（常温）、加工食品（冷蔵）、加工食品（冷凍）、農産物、水産物・畜産物など,1,賞味期限が１週間以内であっても、賞味期限までの日数が残っているもの,児童養護施設、母子生活支援施設、自立援助ホーム、障害者施設、生活困窮者支援団体、老人施設、グループホーム、災害支援団体、学校外学習生活支援団体、子ども食堂等,"[33.9603497, 133.2835899]"
105,特定非営利活動法人フードバンク北九州ライフアゲイン,福岡県,805-0019,福岡県北九州市八幡東区中央 2－14－17,093-672-5347,info@fbkitaq.net,https://fbkitaq.net,「すべての子どもたちが大切」とされる社会を目指す。生まれ育った環境のために、満たされた食事ができない。十分な教育を受けられない。寂しい思いをしている子どもを北九州市からゼロにする。,加工食品（常温）、加工食品（冷蔵）、加工食品（冷凍）、農産物、水産物・畜産物など,30,賞味期限が１ヶ月以上残っているもの,児童養護施設、母子生活支援施設、シェルター、自立援助ホーム、更生支援施設、障害者施設、生活困窮者支援団体、個人支援、老人施設、グループホーム、災害支援団体、学校外学習生活支援団体、子ども食堂等,"[33.8829996, 130.8749015]"
106,フードバンクくるめ,福岡県,830-0207,福岡県久留米市城島町城島 689－2,080-6118-5285,t.urakawa@me.com,http://fb-kurume.com/fudobankukurume/toppupeji.html,食品ロスと貧困の双方向性の橋渡し。,加工食品（常温）、加工食品（冷蔵）、加工食品（冷凍）、 米、麦など,30,賞味期限が１ヶ月以上残っているもの,児童養護施設、母子生活支援施設、シェルター、自立援助ホーム、障害者施設、生活困窮者支援団体、炊き出し、グループホーム、学校外学習生活支援団体、子ども食堂等,"[33.3196648, 130.5081592]"
107,特定非営利活動法人 フードバンク福岡,福岡県,811-1352,福岡県福岡市南区鶴田 4 丁目 48－4,092-710-3205,fbfukuoka@gmail.com,http://www.fbfukuoka.net,「もったいない」をなくし「おすそわけ」をあたりまえに～まだ食べられる食品が多く捨てられる現状において、企業や農家あるいは個人から食品を提供してもらい、必要としている福祉施設や個人に届けることで、食品ロスの削減と生活困窮者の支援を行うとともに、食べ物を大切にする意識の醸成を図り、食を通じて人と人とが繋がり、お互いを助け合い、分かち合う心を育み、誰もが尊厳をもって暮らすことができる社会を作ることを目的とする。,加工食品（常温）、加工食品（冷蔵）、加工食品（冷凍）、 米、水産物・畜産物など,30,賞味期限が１ヶ月以上残っているもの,児童養護施設、母子生活支援施設、シェルター、自立援助ホーム、更生支援施設、障害者施設、生活困窮者支援団体、個人支援、炊き出し、老人施設、グループホーム、災害支援団体、学校外学習生活支援団体、子ども食堂等,"[33.5898988, 130.4017509]"
108,ふくおか筑紫フードバンク,福岡県,816-0941,福岡県大野城市東大利 2－5－20,092-502-8822,kodomo@npo-ccc.net,http://chikushifoodbank.net/,核家族化が進行し、共働きやひとり親家庭の増加に伴い、親子で過ごす時間の減少や孤食の増加、多様な人との交流・子どもの（社会体験）心の貧困が課題となっています。この課題を解決するために、すべての子ども達が安心して過ごすことができる居場所「子ども食堂」を身近な地域にたくさんつくりたいと願うようになり、２０１５月１２月から（特活）チャイルドケアセンターの自主事業として「こども食堂」の立ち上げ支援を始めたところ、並行して多くの方から食品の寄付を頂くようになりました。「こども食堂」の継続的な運営を支援するには、個人や企業からの寄贈される食品を「こども食堂」に届けるフードバンクが有効であると考えるようになり、趣旨に賛同する支援者のご協力を得て、２０１６月７月「ふくおか筑紫フードバンク」事業を立ち上げました。,加工食品（常温）、加工食品（冷凍）、農産物、水産物・畜産物,30,賞味期限が１ヶ月以上残っているもの,#N/A,"[33.547399, 130.488786]"
109,フードバンクさが,佐賀県,840-0813,佐賀県佐賀市唐人 1 丁目 1－14 よってこ十間堀,0952-37-1300,tsunagu@fb-saga.org,https://fb-saga.org/,基本理念 食品ロス削減の有効活用と、食の大切さ、食への感謝の気持ちを大事に、食で人と人がつながり、地域が、元気に共に助けあうことができる社会をめざします。,加工食品（常温）,30,賞味期限が１ヶ月以上残っているもの,#N/A,"[33.2639134, 130.3008378]"
110,一般社団法人フードバンク協和,長崎県,857-1192,長崎県佐世保市白岳町 151 （協和商工（株）内）,0956-76-7870,info@foodbankkyowa.com,http://foodbankkyowa.com/,１．笑顔で「ごちそうさま」が飛び交う明るい社会創りに貢献します。１．「もったいない」から「おいしい」への架け橋を創ります。１．本業を最大限に活かした地域社会貢献をおこないます。,加工食品（常温）、加工食品（冷蔵）、加工食品（冷凍）、水産物・畜産物など,30,賞味期限が１ヶ月以上残っているもの,児童養護施設、母子生活支援施設、自立援助ホーム、障害者施設、子ども食堂等,"[33.1799965, 129.7152872]"
111,一般社団法人ひとり親家庭福祉会ながさき つなぐＢＡＮＫ～フード＆グッズ～,長崎県,850-0054,長崎県長崎市上町１番３３号 社会福祉会館３階,095-828-1470,nagasaki@tsunagubank.jp,http://www.tsunagubank.jp,フードバンク活動を通じて「食品ロス削減」、地域の「セーフティ-ネット」を構築することを目的に活動しています。,加工食品（常温）、加工食品(冷蔵・チルド）、野菜・果物、菓子、清涼飲料、日用品・雑貨・学用品,30,配布食品は未開封・未使用、賞味期限１カ月前,ひとり親家庭生活困窮世帯、児童養護施設 自立援助ホーム 障害者施設 生活困窮者支援団体 シェルター 子ども食堂、 個人支援,"[33.1154683, 129.7874339]"
112,社会福祉法人 南苑会 フードバンク熊本,熊本県,861-4117,熊本県熊本市南区護藤町 973,096-357-5622,fujitomi@poppy.ocn.ne.jp,http://k-fujitomi.com/foodbank.php,#N/A,加工食品（常温）、加工食品（冷蔵）、加工食品（冷凍）、農産物など,60,賞味期限が２ヶ月以上残っているもの,児童養護施設、母子生活支援施設、自立援助ホーム、更生支援施設、障害者施設、生活困窮者支援団体、個人支援、炊き出し、老人施設、グループホーム、災害支援団体、学校外学習生活支援団体、子ども食堂等,"[32.7833323, 130.7333361]"
113,フードバンク玉名,熊本県,865-8501,熊本県玉名市岩崎 163,0968-75-1222,kurasapo@city.tamana.lg.jp,http://www.city.tamana.lg.jp/q/aview/53/7268.htm/,社会における「もったいない」を「ありがとう」に変えるべく、困窮状態にある方の今日を支えると共に、新しい地域づくりと企業等の社会貢献を手助けし、誰もが安心して暮らせる社会の実現を目的とする。,加工食品（常温）,90,賞味期限が３ヶ月以上残っているもの,個人支援、学校外学習生活支援団体,"[32.9352591, 130.5628137]"
114,社会福祉法人 大分県社会福祉協議会 フードバンクおお いた,大分県,870-0907,大分県大分市大津町 2－1－41,097-558-3373,oitavoc@oitavoc.jp,https://fboita.oitakensyakyo.jp/,「もったいない」を「ありがとう」に。,加工食品（常温）、加工食品（冷蔵）、加工食品（冷凍）、 農産物,30,賞味期限が１ヶ月以上残っているもの,児童養護施設、母子生活支援施設、自立援助ホーム、更生支援施設、生活困窮者支援団体、子ども食堂等,"[33.2393864, 131.6096524]"
115,一般社団法人 大分こころのケアセンター フードバンク 東九州,大分県,870-0251,大分県大分市大在中央一丁目 12 番 4－302 号,097-592-7302,oitafood@kokono-care-center.or.jp,https://kokono-care-center.or.jp,・精神障害者と引きこもりの方の社会参加と社会貢献への支援。・食品ロス削減、ＣＯ２排出削減、格差縮少。,加工食品（常温）、加工食品（冷蔵）、加工食品（冷凍）、農産物、水産物・畜産物など,1,賞味期限が１週間以内であっても、賞味期限までの日数が残っているもの,児童養護施設、個人支援、炊き出し、子ども食堂,"[33.2393864, 131.6096524]"
116,フードバンクお助けマン霧島,鹿児島県,899-5121,鹿児島県霧島市隼人町神宮1-6-5,0995-42-3212,joystation@po.mct.ne.jp,http://npo-joystation.com/,フードバンク活動を通じて分かち合いの精神を実践して「食品ロス削減」運動に企業と個人が参加できるシステムを構築することを目的に活動しています。,加工食品（常温）、加工食品(冷蔵・チルド）、野菜・果物、菓子、清涼飲料、日用品・雑貨・衣類,30,配布食品は未開封・未使用、賞味期限１カ月前,子ども食堂、児童クラブ、児童養護施設、老人施設、自立援助ホーム、障害者施設、生活困窮者支援団体、地方公共団体、民生委員,"[31.521587, 130.5474077]"
117,フードバンク日向,宮崎県,883-0034,宮崎県日向市富高 6800－35,090-1192-9815,on_the_move_a@yahoo.co.jp,https://www.fb-hyuga.com/,誰もが食を分かち合える社会の実現。生まれてきた環境により満足に食事が摂れない。十分に教育が受けられない寂しい思いをしているこどもを日向市からゼロにする。,加工食品（常温）、加工食品（冷蔵）、加工食品（冷凍）、農産物、水産物・畜産物など,30,賞味期限が１ヶ月以上残っているものなど,児童養護施設、個人支援、子ども食堂等,"[32.097681, 131.294542]"
118,ＮＰＯ法人フードバンクかごしま,鹿児島県,892-0831,鹿児島県鹿児島市船津町 1－11,099-226-9298,foodbank@ksnk.org,http://ksnk.org/,#N/A,加工食品（常温）、加工食品（冷蔵）、加工食品（冷凍）、農産物,#N/A,#N/A,児童養護施設、母子生活支援施設、更生支援施設、障害者施設、生活困窮者支援団体、炊き出し、災害支援団体、子ども食堂等,"[31.6020649, 130.5641252]"
119,一般社団法人サポートセンターＨＯＰＥフードバンクやいま,沖縄県,907-0002,沖縄県石垣市字真栄里 204－32 1－E,0980-88-6260,hope.okinawa@outlook.jp,https://ishigakihope.com/,子どもを守り母親と家族を励まし支える。,加工食品（常温）,30,賞味期限が１ヶ月以上残っているもの,#N/A,"[24.366098, 124.163499]"
120,ＮＰＯ法人フードバンクセカンドハーベスト沖縄,沖縄県,902-0073,沖縄県那覇市上間 200－1 ダイエイ A101,098-853-3001,info@2h-okinawa.org,https://www.2h-okinawa.org/,もったいない食品等を生かし、沖縄の中で困っている人たちに無償で食品を届ける活動。,加工食品（常温）、加工食品（冷蔵）、加工食品（冷凍）、農産物、水産物・畜産物など,30,賞味期限が１ヶ月以上残っているものなど,児童養護施設、母子生活支援施設、シェルター、自立援助ホーム、更生支援施設、障害者施設、生活困窮者支援団体、個人支援、老人施設、グループホーム、学校外学習生活支援団体、子ども食堂等,"[26.2122345, 127.6791452]"
